# time	Ne
6.936570556905421178e-07	9.804407746054596373e+02
6.959944425160541287e-07	9.806825871726094874e+02
6.983318293415661396e-07	9.809232476262232012e+02
7.006692161670781505e-07	9.811627658879850742e+02
7.044376404811473667e-07	9.815465426182204283e+02
7.082060647952165830e-07	9.819274159918330724e+02
7.112450762550824880e-07	9.822324841229381036e+02
7.142840877149483931e-07	9.825357150130397486e+02
7.173230991748142981e-07	9.828371296717417636e+02
7.203621106346802032e-07	9.831367489587913724e+02
7.245537994646118946e-07	9.835471041214245815e+02
7.287454882945435860e-07	9.839541367081046701e+02
7.329371771244752774e-07	9.843578995825158700e+02
7.371288659544069688e-07	9.847584447212871055e+02
7.438046052905518410e-07	9.853898411997128051e+02
7.504803446266967131e-07	9.860134079512022254e+02
7.556721778393484514e-07	9.864930793540257810e+02
7.608640110520001896e-07	9.869682240201611876e+02
7.660558442646519279e-07	9.874389305030795185e+02
7.712476774773036661e-07	9.879052855540165865e+02
7.719656891924297148e-07	9.879694430483082215e+02
7.726837009075557634e-07	9.880335191664843251e+02
7.734017126226818121e-07	9.880975141298741846e+02
7.741197243378078607e-07	9.881614281592305815e+02
7.755557477680600639e-07	9.882890145865387694e+02
7.769917711983122671e-07	9.884162801013052331e+02
7.784277946285644703e-07	9.885432263149326673e+02
7.809409612925626874e-07	9.887646293152957924e+02
7.834541279565609045e-07	9.889850681339938774e+02
7.859672946205591216e-07	9.892045524983906262e+02
7.884804612845573388e-07	9.894230915349146471e+02
7.926044795445048451e-07	9.897796812549332799e+02
7.967284978044523515e-07	9.901337881793734823e+02
8.008525160643998579e-07	9.904854506583974398e+02
8.049765343243473643e-07	9.908347064374198681e+02
8.112597783745831306e-07	9.913622802049857228e+02
8.175430224248188969e-07	9.918844823416353620e+02
8.226015484026284008e-07	9.923010798300259694e+02
8.276600743804379047e-07	9.927143407864408573e+02
8.327186003582474086e-07	9.931243279623377020e+02
8.377771263360569126e-07	9.935311028688445276e+02
8.385382852127068764e-07	9.935920362024380665e+02
8.392994440893568403e-07	9.936528983751139776e+02
8.400606029660068042e-07	9.937136895891237600e+02
8.408217618426567680e-07	9.937744100461546850e+02
8.423440795959568017e-07	9.938956397585440072e+02
8.438663973492568353e-07	9.940165890216528624e+02
8.453887151025568689e-07	9.941372593064505736e+02
8.481050299109702854e-07	9.943518859214693748e+02
8.508213447193837020e-07	9.945656375513259491e+02
8.535376595277971185e-07	9.947785235814502585e+02
8.562539743362105350e-07	9.949905528188705830e+02
8.603920836330050088e-07	9.953119364198382755e+02
8.645301929297994826e-07	9.956313813810304509e+02
8.686683022265939564e-07	9.959489172728847279e+02
8.728064115233884302e-07	9.962645732012772442e+02
8.789446641428709386e-07	9.967293990849060492e+02
8.850829167623534470e-07	9.971902431312332737e+02
8.900568488877126757e-07	9.975608137979050980e+02
8.950307810130719044e-07	9.979288749607151203e+02
9.000047131384311331e-07	9.982944722236466077e+02
9.049786452637903618e-07	9.986576503039962063e+02
9.057345610028697206e-07	9.987126354664588916e+02
9.064904767419490793e-07	9.987675659197985851e+02
9.072463924810284381e-07	9.988224418155817830e+02
9.080023082201077969e-07	9.988772633049555907e+02
9.095141396982665145e-07	9.989867438658536685e+02
9.110259711764252321e-07	9.990960087337315372e+02
9.125378026545839497e-07	9.992050590110776511e+02
9.152671858626074698e-07	9.994013926298748629e+02
9.179965690706309899e-07	9.995970370709046620e+02
9.207259522786545101e-07	9.997919996143009485e+02
9.234553354866780302e-07	9.999862870956094412e+02
9.275630161994422826e-07	1.000277428940256868e+03
9.316706969122065350e-07	1.000567079271786497e+03
9.357783776249707874e-07	1.000855260225391930e+03
9.398860583377350398e-07	1.001141993590091147e+03
9.459334396827202899e-07	1.001561536953424820e+03
9.519808210277055400e-07	1.001978056381173815e+03
9.528689783570107623e-07	1.002038978377873491e+03
9.537571356863159846e-07	1.002099836763599797e+03
9.546452930156212070e-07	1.002160631743241424e+03
9.555334503449264293e-07	1.002221363519774400e+03
9.564216076742316516e-07	1.002282032295147246e+03
9.580959371178728551e-07	1.002396232755620986e+03
9.597702665615140586e-07	1.002510211375852350e+03
9.614445960051552621e-07	1.002623969490841432e+03
9.631189254487964656e-07	1.002737508426880481e+03
9.675589777872798662e-07	1.003037543963424582e+03
9.719990301257632668e-07	1.003336071634700829e+03
9.764390824642466674e-07	1.003633115300400846e+03
9.808791348027300680e-07	1.003928698391381658e+03
9.864287843152826124e-07	1.004296130937604630e+03
9.919784338278351568e-07	1.004661361751787126e+03
9.975280833403877011e-07	1.005024433805808030e+03
9.999999999999999547e-07	1.005185468948638459e+03
